timestamp, uuid, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 17:49:20.667, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 126.28 W, 300.00 W, 22 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:21.167, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.51 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:21.668, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.15 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:22.168, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:22.668, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.61 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:23.169, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.38 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:23.669, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.36 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:24.170, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.23 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:24.670, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.27 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:25.170, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:25.671, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.38 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:26.171, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.19 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:26.671, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.19 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:27.172, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.19 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:27.672, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:28.173, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.25 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:28.673, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.32 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:29.173, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:29.674, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:30.174, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.35 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:30.674, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.26 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:31.175, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.20 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:31.675, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:32.176, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.19 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:32.676, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.17 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:33.176, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.09 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:33.677, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:34.177, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.09 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:34.678, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.03 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:35.178, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:35.678, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:36.179, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.16 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:36.679, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.03 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:37.179, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.12 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:37.680, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.00 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:38.180, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.01 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:38.681, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.95 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:39.181, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.92 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:39.681, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.92 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:40.182, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.89 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:40.682, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.04 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:41.182, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.92 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:41.683, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.91 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:42.184, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.76 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:42.684, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 99.06 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:43.184, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.79 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:43.685, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.93 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:44.185, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.89 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:44.685, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.98 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:45.186, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.85 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:45.686, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.82 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:46.187, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.72 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:46.687, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:47.187, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.85 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:47.688, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.86 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:48.188, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.72 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:48.688, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.79 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:49.189, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.89 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:49.690, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:50.190, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.73 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:50.691, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.82 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:51.191, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:51.691, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.85 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:52.192, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:52.692, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.73 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:53.192, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.82 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:53.693, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:54.194, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.61 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:54.694, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.73 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:55.194, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.82 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:55.695, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.57 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:56.195, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.63 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:56.696, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.72 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:57.196, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.69 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:57.696, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.58 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:58.197, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.72 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:58.697, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.59 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:59.198, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.60 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:49:59.698, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.76 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:00.199, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.44 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:00.699, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.60 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:01.199, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.63 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:01.700, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.61 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:02.200, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.60 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:02.701, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.39 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:03.201, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.59 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:03.701, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.26 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:04.202, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:04.702, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.54 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:05.203, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.49 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:05.703, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.72 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:06.204, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.52 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:06.704, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.61 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:07.204, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.44 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:07.705, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.53 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:08.205, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.59 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:08.706, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.45 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:09.206, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.52 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:09.706, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.62 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:10.207, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.39 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:10.708, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.54 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:11.208, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.53 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:11.711, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:12.214, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:12.715, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.61 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:13.215, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:13.716, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.55 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:14.216, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.50 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:14.716, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.47 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:15.217, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.39 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:15.717, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.33 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:16.218, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.62 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:16.718, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.50 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:17.219, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.77 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:17.719, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.53 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:18.221, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.41 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:18.721, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.41 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:19.221, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.51 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:19.722, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.47 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:20.222, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.33 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:20.723, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.23 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:21.223, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.51 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:21.723, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.23 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:22.224, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.44 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:22.724, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:23.225, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.30 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:23.725, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.45 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:24.226, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:24.726, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.31 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:25.226, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.30 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:25.727, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.38 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:26.227, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:26.728, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:27.228, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.30 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:27.728, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:28.229, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.32 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:28.729, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.42 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:29.230, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.39 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:29.730, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.30 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:30.230, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.30 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:30.731, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.36 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:31.231, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:31.732, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.47 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:32.232, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.10 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:32.732, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.28 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:33.233, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.10 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:33.733, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.23 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:34.234, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:34.734, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:35.234, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.32 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:35.735, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.41 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:36.235, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.39 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:36.735, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.22 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:37.236, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.29 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:37.736, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.10 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
2026/09/10 17:50:38.237, GPU-0f9da174-f4d4-80ab-d167-9fea51bf651f, 98.19 W, 300.00 W, 0 %, 61476 MiB, 1410 MHz, 1512 MHz
